title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,category,official_idx,official
Que thử acid uric cho máy Benecheck Plus hộp 25 que,360.000 ₫,https://www.lazada.vn/products/que-thu-acid-uric-cho-may-benecheck-plus-hop-25-que-i2203846298.html,3,3,,"14 Đã bán
(5)
Hồ Chí Minh",lazada,health,3,
Que thử đường huyết Clever Check TD 4230 (25 que),120.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-clever-check-td-4230-25-que-i2314856068.html,4,4,,"6 Đã bán
(1)
Hồ Chí Minh",lazada,health,4,
Nhiệt kế hồng ngoại đo trán Microlife FR1MF1 đo cho kết quả 1s - MEDICAL,799.000 ₫,https://www.lazada.vn/products/nhiet-ke-hong-ngoai-do-tran-microlife-fr1mf1-do-cho-ket-qua-1s-medical-i1667246020.html,5,5,20% Off,"757 Đã bán
(122)
Hồ Chí Minh",lazada,health,5,Official
Máy đo huyết áp bắp tay tự động Omron Hem-8712 (Chính hãng),775.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-bap-tay-tu-dong-omron-hem-8712-chinh-hang-i2626015154.html,6,6,,"(1)
Hồ Chí Minh",lazada,health,6,
kim lấy máu UNO lấy máu không đau thương hiệu Accu-Chek,137.750 ₫,https://www.lazada.vn/products/kim-lay-mau-uno-lay-mau-khong-dau-thuong-hieu-accu-chek-i2538740049.html,7,7,5% Off,"(1)
Hồ Chí Minh",lazada,health,7,
FREESHIP - Hộp Que Thử Đường Huyết Sinocare Cho Độ Chính Xác Cao SIÊU RẺ date dài + kim chích máu + Mua 2 hộp tặng thêm móc tai có đèn,58.000 ₫,https://www.lazada.vn/products/freeship-hop-que-thu-duong-huyet-sinocare-cho-do-chinh-xac-cao-sieu-re-date-dai-kim-chich-mau-mua-2-hop-tang-them-moc-tai-co-den-i1372539345.html,8,8,37% Off,"18 Đã bán
Hà Nội",lazada,health,8,
"Salonpas ɡel giảm đau cơ ,đau khớp",42.000 ₫,https://www.lazada.vn/products/salonpas-el-giam-dau-co-dau-khop-i1902357635.html,9,9,,"21 Đã bán
(6)
Hồ Chí Minh",lazada,health,9,
Que thử đường huyết Accu-Chek Active 50 Hàng date xa,208.740 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-accu-chek-active-50-hang-date-xa-i2538827395.html,10,10,2% Off,"117 Đã bán
(31)
Hồ Chí Minh",lazada,health,10,
"Máy Đo Đường Huyết Uright Td 4265 Tặng Hộp Que Thử 5Que, 25 Kim Chích",99.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-uright-td-4265-tang-hop-que-thu-5que-25-kim-chich-i1050338222.html,11,11,48% Off,"8 Đã bán
(5)
Hà Nội",lazada,health,11,
"Đai Bảo Vệ Khủy Tay Tập GYM, Chơi Thể Thao Elbow Support Có Lò Xo Chịu Lực Aolikes 7946 (1 Chiếc)",73.801 ₫,https://www.lazada.vn/products/dai-bao-ve-khuy-tay-tap-gym-choi-the-thao-elbow-support-co-lo-xo-chiu-luc-aolikes-7946-1-chiec-i570638800.html,12,12,47% Off,"162 Đã bán
(33)
Hồ Chí Minh",lazada,health,12,
[Bảo Hành Trọn Đời] Máy Đo Đường Huyết ACCU-CHEK® Instant Kèm Hộp 50 Que Thử Đường Huyết ACCU-CHEK® Instant,1.580.000 ₫,https://www.lazada.vn/products/bao-hanh-tron-doi-may-do-duong-huyet-accu-chek-instant-kem-hop-50-que-thu-duong-huyet-accu-chek-instant-i2342383500.html,13,13,12% Off,"26 Đã bán
(7)
Hà Nội",lazada,health,13,Official
"️ Hộp 50 que test thử đường huyết cho máy Sinocare Safe AQ, que test thử đường huyết tiểu đường sinocare safe AQ",88.000 ₫,https://www.lazada.vn/products/hop-50-que-test-thu-duong-huyet-cho-may-sinocare-safe-aq-que-test-thu-duong-huyet-tieu-duong-sinocare-safe-aq-i2504708362.html,14,14,,"5 Đã bán
(1)
Thừa Thiên Huế",lazada,health,14,
[ HÀNG XÁCH TAY ] Máy đo huyết áp tự động Omron HEM-8712 Máy Đo Huyết Áp Cổ Tay Công Nghệ Mới Chỉ Thị Báo Huyết Áp Cao Bộ Nhớ Kết Qủa Bảo Hành 5 Năm,1.500.000 ₫,https://www.lazada.vn/products/hang-xach-tay-may-do-huyet-ap-tu-dong-omron-hem-8712-may-do-huyet-ap-co-tay-cong-nghe-moi-chi-thi-bao-huyet-ap-cao-bo-nho-ket-qua-bao-hanh-5-nam-i1204856630.html,15,15,25% Off,Hồ Chí Minh,lazada,health,15,
Máy đo đường huyết Contour Plus Elite (mmol/L),701.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-contour-plus-elite-mmoll-i2472620331.html,16,16,22% Off,Hồ Chí Minh,lazada,health,16,Official
✅ Que Thử Đường Huyết Contour Plus | (Date Xa) -VT0058 - Y Tế Vạn Thành,265.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-contour-plus-date-xa-vt0058-y-te-van-thanh-i844962606.html,17,17,,"268 Đã bán
(47)
Hồ Chí Minh",lazada,health,17,
[HCM]Que thử đường huyết Vivachek ino hộp 50 que rời,380.000 ₫,https://www.lazada.vn/products/hcmque-thu-duong-huyet-vivachek-ino-hop-50-que-roi-i1219290127.html,18,18,,"77 Đã bán
(26)
Hồ Chí Minh",lazada,health,18,
Que thử đường huyết - Accu Chek® Active - ACCU CHEK x DIAB,370.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-accu-chek-active-accu-chek-x-diab-i2632263709.html,19,19,26% Off,Hồ Chí Minh,lazada,health,19,
Que thử đường huyết OGcare Hộp 25 que,160.908 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-ogcare-hop-25-que-i275596066.html,20,20,24% Off,"397 Đã bán
(80)
Hồ Chí Minh",lazada,health,20,
"(Giao hỏa tốc 30p) Adapter Omron, bộ chuyển đổi điện cho máy đo huyết áp Omron",65.000 ₫,https://www.lazada.vn/products/giao-hoa-toc-30p-adapter-omron-bo-chuyen-doi-dien-cho-may-do-huyet-ap-omron-i2538672343.html,21,21,,"67 Đã bán
(25)
Hồ Chí Minh",lazada,health,21,
Que thử Cholesterol Benecheck 3 in 1 (10 que),320.000 ₫,https://www.lazada.vn/products/que-thu-cholesterol-benecheck-3-in-1-10-que-i2203827226.html,22,22,,"6 Đã bán
(1)
Hồ Chí Minh",lazada,health,22,
Máy Đo Huyết Áp Loại Tốt - MÁY ĐO HUYẾT ÁP ARM STYLE - Máy đo huyết áp nhịp tim tự động chuẩn xác 100% - Tự động bơm và xả thông minh - Dành Cho Người Cao Tuổi - Bảo hành 12 tháng,195.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-loai-tot-may-do-huyet-ap-arm-style-may-do-huyet-ap-nhip-tim-tu-dong-chuan-xac-100-tu-dong-bom-va-xa-thong-minh-danh-cho-nguoi-cao-tuoi-bao-hanh-12-thang-i2506702258.html,23,23,41% Off,"11 Đã bán
(5)
Hồ Chí Minh",lazada,health,23,
Máy đo huyết áp Microlife BP 3NZ1-1P.,639.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-microlife-bp-3nz1-1p-i2191434.html,24,24,47% Off,"522 Đã bán
(79)
Hồ Chí Minh",lazada,health,24,
5 viên Pin máy đo đường huyết các loại (Pin CR 2032),50.000 ₫,https://www.lazada.vn/products/5-vien-pin-may-do-duong-huyet-cac-loai-pin-cr-2032-i214765022.html,25,25,33% Off,"304 Đã bán
(67)
Hồ Chí Minh",lazada,health,25,
Đầu đọc cầm tay đo đường huyết liên tục FreeStyle Libre,1.700.000 ₫,https://www.lazada.vn/products/dau-doc-cam-tay-do-duong-huyet-lien-tuc-freestyle-libre-i2065951587.html,26,26,,Hồ Chí Minh,lazada,health,26,
Que Thử Đường Huyết Accu-Chek GUIDE - Hộp 50 Que,450.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-accu-chek-guide-hop-50-que-i1273187054.html,27,27,3% Off,"108 Đã bán
(12)
Hà Nội",lazada,health,27,
Máy Đo Huyết Áp Bắp Tay Microlife B3 Basic,1.000.868 ₫,https://www.lazada.vn/products/may-do-huyet-ap-bap-tay-microlife-b3-basic-i1616867369.html,28,28,18% Off,"(1)
Hồ Chí Minh",lazada,health,28,
"NHIỆT KẾ ĐIỆN TỬ HỒNG NGOẠI CHO BÉ, máy bắn nhiệt độ, máy đo thân nhiệt",190.000 ₫,https://www.lazada.vn/products/nhiet-ke-dien-tu-hong-ngoai-cho-be-may-ban-nhiet-do-may-do-than-nhiet-i2277839425.html,29,29,50% Off,"21 Đã bán
(16)
Hồ Chí Minh",lazada,health,29,Official
"Nhiệt kế điện tử kẹp nách SIKA MT-811 có thể ngậm miệng, kẹp nách, hậu môn có sẵn pin, chính xác an toàn, bảo hành 6 tháng",40.000 ₫,https://www.lazada.vn/products/nhiet-ke-dien-tu-kep-nach-sika-mt-811-co-the-ngam-mieng-kep-nach-hau-mon-co-san-pin-chinh-xac-an-toan-bao-hanh-6-thang-i2625148421.html,30,30,,"14 Đã bán
(1)
Hồ Chí Minh",lazada,health,30,
Hộp 50 que thử đường huyết Easy Gluco Hàn Quốc (Date xa),118.000 ₫,https://www.lazada.vn/products/hop-50-que-thu-duong-huyet-easy-gluco-han-quoc-date-xa-i2477812078.html,31,31,,"16 Đã bán
(3)
Hồ Chí Minh",lazada,health,31,
Que thử đường huyết Yuwell Y330 Que thử đường huyết Yuwell Y330,182.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-yuwell-y330-que-thu-duong-huyet-yuwell-y330-i2071231196.html,32,32,47% Off,"111 Đã bán
(10)
Hồ Chí Minh",lazada,health,32,
"BĂNG NẸP KHỚP CỔ TAY, CỐ ĐỊNH KHỚP CỔ TAY GOODFIT GF304W",75.000 ₫,https://www.lazada.vn/products/bang-nep-khop-co-tay-co-dinh-khop-co-tay-goodfit-gf304w-i2326717058.html,33,33,16% Off,"(4)
Hồ Chí Minh",lazada,health,33,
"Máy Đo Huyết Áp Microlife B6 Advanced Connect Cao Cấp, Cảnh Báo Rung Nhĩ Bằng, Phòng Ngừa Đột Qụy, Kết Nối Bluetooth, Bảo Hành 5 Năm",2.850.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-microlife-b6-advanced-connect-cao-cap-canh-bao-rung-nhi-bang-phong-ngua-dot-quy-ket-noi-bluetooth-bao-hanh-5-nam-i1698689840.html,34,34,,"20 Đã bán
(6)
Hồ Chí Minh",lazada,health,34,Official
Máy đo huyết áp cơ bắp tay Yamasu bao gồm ống nghe Made in Japan,160.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-co-bap-tay-yamasu-bao-gom-ong-nghe-made-in-japan-i2624385412.html,35,35,,Hồ Chí Minh,lazada,health,35,
Giường bệnh đa năng 4 tay quay,6.900.000 ₫,https://www.lazada.vn/products/giuong-benh-da-nang-4-tay-quay-i1478953600.html,36,36,14% Off,Hồ Chí Minh,lazada,health,36,
Que Thử Axid Uric Dùng Cho Máy Safe AQ UG Sinocare,250.000 ₫,https://www.lazada.vn/products/que-thu-axid-uric-dung-cho-may-safe-aq-ug-sinocare-i1539945999.html,37,37,17% Off,"11 Đã bán
(2)
Hà Nội",lazada,health,37,
Máy đo huyết áp cổ tay Beurer BC30 Chính Hãng - Cảm biến Fuzzy cho kết quả chính xác,555.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-co-tay-beurer-bc30-chinh-hang-cam-bien-fuzzy-cho-ket-qua-chinh-xac-i2036268626.html,38,38,42% Off,"10 Đã bán
(4)
Hà Nội",lazada,health,38,
Máy Đo Huyết Áp OMRON JPN500 - Công Nghệ IntelliSense - Sản Xuất Tại Nhật Bản,2.125.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-omron-jpn500-cong-nghe-intellisense-san-xuat-tai-nhat-ban-i136164875.html,39,39,15% Off,"650 Đã bán
(108)
Hồ Chí Minh",lazada,health,39,Official
Que thử đường huyết Accu-chek Performa 50 que và 25 que,174.800 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-accu-chek-performa-50-que-va-25-que-i2538784850.html,40,40,8% Off,"66 Đã bán
(24)
Hồ Chí Minh",lazada,health,40,
"Kim Chích Máu Máy Terumo Nhật Bản, Hộp 30 Chiếc",65.000 ₫,https://www.lazada.vn/products/kim-chich-mau-may-terumo-nhat-ban-hop-30-chiec-i2432645389.html,1,1,,"(1)
Hà Nội",lazada,health,1,
Máy Đo Huyết Áp Điện Tử Bắp Tay Sinoheart BA-801 SINOCARE + Nguồn Điện - Có Giọng Nói Tiếng Việt,268.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-dien-tu-bap-tay-sinoheart-ba-801-sinocare-nguon-dien-co-giong-noi-tieng-viet-i1650585237.html,2,2,46% Off,"559 Đã bán
(178)
Hồ Chí Minh",lazada,health,2,
Kim chích tiểu đường sinocare hộp 50 cây,8.800 ₫,https://www.lazada.vn/products/kim-chich-tieu-duong-sinocare-hop-50-cay-i2538583635.html,3,3,20% Off,"117 Đã bán
(15)
Hồ Chí Minh",lazada,health,3,
Dầu gió nâu 10ml,24.000 ₫,https://www.lazada.vn/products/dau-gio-nau-10ml-i2522214680.html,4,4,,"5 Đã bán
Hồ Chí Minh",lazada,health,4,
Vòng bít đeo bắp tay máy đo huyết áp,99.000 ₫,https://www.lazada.vn/products/vong-bit-deo-bap-tay-may-do-huyet-ap-i2279270581.html,5,5,,"11 Đã bán
(6)
Bình Dương",lazada,health,5,Official
Miếng dán ngải cứu cao dán xương khớp hỗ trợ giảm đau lưng đầu gối cổ vai gáy hộp 12 miếng dán CN044,20.900 ₫,https://www.lazada.vn/products/mieng-dan-ngai-cuu-cao-dan-xuong-khop-ho-tro-giam-dau-lung-dau-goi-co-vai-gay-hop-12-mieng-dan-cn044-i2407721711.html,6,6,16% Off,"11 Đã bán
(4)
Hồ Chí Minh",lazada,health,6,
Que thử đường huyết Terumo Medisafe Fit,223.600 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-terumo-medisafe-fit-i2538630899.html,7,7,14% Off,"20 Đã bán
(0)
Hồ Chí Minh",lazada,health,7,
"Cao Dán Đài Loan Giảm Đau Giảm Nhức Mỏi, Trị Đau Lưng gói 10 Miếng)",150.000 ₫,https://www.lazada.vn/products/cao-dan-dai-loan-giam-dau-giam-nhuc-moi-tri-dau-lung-goi-10-mieng-i2475103312.html,8,8,21% Off,Quảng Ninh,lazada,health,8,
Vòng Bít Máy Đo Huyết Áp Bắp Tay Microlife - Thụy Sỹ,220.000 ₫,https://www.lazada.vn/products/vong-bit-may-do-huyet-ap-bap-tay-microlife-thuy-sy-i143321688.html,9,9,27% Off,"107 Đã bán
(24)
Hồ Chí Minh",lazada,health,9,
Máy đo huyết áp cổ tay Microlife W3 Comfort,806.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-co-tay-microlife-w3-comfort-i2479812807.html,10,10,15% Off,"(1)
Hồ Chí Minh",lazada,health,10,Official
Dụng cụ đi tiểu cho bệnh nhân nam và nữ,60.000 ₫,https://www.lazada.vn/products/dung-cu-di-tieu-cho-benh-nhan-nam-va-nu-i421294310.html,11,11,,"46 Đã bán
(9)
Hà Nội",lazada,health,11,
"(GiaoHàng1h) Máy đo huyết áp bắp tay Microlife B6 Advance Connect,cảnh báo đột quỵ AFIB, có bluetooth- Cộng nghệ Thuỵ Sỹ - Bảo hành chính hãng 5 năm",2.198.000 ₫,https://www.lazada.vn/products/giaohang1h-may-do-huyet-ap-bap-tay-microlife-b6-advance-connectcanh-bao-dot-quy-afib-co-bluetooth-cong-nghe-thuy-sy-bao-hanh-chinh-hang-5-nam-i1471296428.html,12,12,23% Off,Hồ Chí Minh,lazada,health,12,
"Băng Gối Nẹp H5 Aolikes (AL7907), Dành Cho Người Sau Mổ Dây Chằng",170.000 ₫,https://www.lazada.vn/products/bang-goi-nep-h5-aolikes-al7907-danh-cho-nguoi-sau-mo-day-chang-i2125105085.html,13,13,,"28 Đã bán
(9)
Hồ Chí Minh",lazada,health,13,
Nhiệt kế đo tai Braun IRT 6520,1.440.000 ₫,https://www.lazada.vn/products/nhiet-ke-do-tai-braun-irt-6520-i1034886158.html,14,14,,"15 Đã bán
(1)
Hà Nội",lazada,health,14,
Que Kim Thử Đường Huyết Sinocare Safe Accu,99.000 ₫,https://www.lazada.vn/products/que-kim-thu-duong-huyet-sinocare-safe-accu-i2217306253.html,15,15,,"133 Đã bán
(26)
Hồ Chí Minh",lazada,health,15,Official
Quả Bóp Cho Máy Đo Huyết Áp Cơ Các Loại - Màu Đen,18.000 ₫,https://www.lazada.vn/products/qua-bop-cho-may-do-huyet-ap-co-cac-loai-mau-den-i2319807931.html,16,16,,"71 Đã bán
(11)
Hà Nội",lazada,health,16,
[Chính hãng] Máy Đo Đường Huyết VivaCheck Ino + Hộp 25 Que + Kim/Cồn,342.000 ₫,https://www.lazada.vn/products/chinh-hang-may-do-duong-huyet-vivacheck-ino-hop-25-que-kimcon-i2489579892.html,17,17,,Hồ Chí Minh,lazada,health,17,
Máy đo huyết áp và nhịp tim bắp tay Omron Hem 8712 + Tặng bộ đổi nguồn - Bh chính hãng 12 tháng,199.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-va-nhip-tim-bap-tay-omron-hem-8712-tang-bo-doi-nguon-bh-chinh-hang-12-thang-i2596233074.html,18,18,34% Off,Hồ Chí Minh,lazada,health,18,
"Que thử đường huyết On call Plus hộp 25 test, que thử tiểu đường cho máy On call EZ II",134.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-on-call-plus-hop-25-test-que-thu-tieu-duong-cho-may-on-call-ez-ii-i1735399821.html,19,19,33% Off,"117 Đã bán
(3)
Đồng Nai",lazada,health,19,
Que thử đường huyết Acon On Call Plus - Hộp 25 que - Hộp 50 que,135.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-acon-on-call-plus-hop-25-que-hop-50-que-i2079103705.html,20,20,25% Off,"80 Đã bán
(12)
Hà Nội",lazada,health,20,
"50 que thử đường huyết accu-chek guide hộp 25 que, 50 que. hàng công ty chính hãng.",345.000 ₫,https://www.lazada.vn/products/50-que-thu-duong-huyet-accu-chek-guide-hop-25-que-50-que-hang-cong-ty-chinh-hang-i2140286116.html,21,21,,"16 Đã bán
(3)
Hồ Chí Minh",lazada,health,21,
Bộ Đổi Nguồn Adapter Omron chính hãng | Dùng Cho Máy Đo Huyết Áp Omron,198.000 ₫,https://www.lazada.vn/products/bo-doi-nguon-adapter-omron-chinh-hang-dung-cho-may-do-huyet-ap-omron-i2490632643.html,22,22,1% Off,Hồ Chí Minh,lazada,health,22,
Que thử đường huyết Acon On Call Plus - Hộp 25 que - Hộp 50 que,92.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-acon-on-call-plus-hop-25-que-hop-50-que-i2491701129.html,23,23,39% Off,"93 Đã bán
(19)
Hà Nội",lazada,health,23,
"Đai số 8 orbe đai xương đòn cố định xương đòn, xương bả vai trẻ em Orbe đai xương đòn số 8 size nhỏ cho bé Orbe",70.000 ₫,https://www.lazada.vn/products/dai-so-8-orbe-dai-xuong-don-co-dinh-xuong-don-xuong-ba-vai-tre-em-orbe-dai-xuong-don-so-8-size-nho-cho-be-orbe-i2504331946.html,24,24,,Thừa Thiên Huế,lazada,health,24,
Máy đo đường huyết - ROCHE - Accu Chek® Guide - DIAB,1.410.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-roche-accu-chek-guide-diab-i2336101045.html,25,25,25% Off,"7 Đã bán
(3)
Hồ Chí Minh",lazada,health,25,
Que thử đường huyết Bayer Contour Plus 50 test,244.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-bayer-contour-plus-50-test-i2538865461.html,26,26,16% Off,"27 Đã bán
(5)
Hồ Chí Minh",lazada,health,26,
"Máy Đo Huyết Áp Tốt Nhât Của Omron Nhật Bản, Máy Đo Huyết Áp Điện Tử Bắp Tay Omron HEM 8712 Hoàn Toàn Tự Động, Kiểm Tra Huyết Áp Cao Thấp, Nhịp Tim, Theo Dõi Sức Khỏe, Độ Chính Xác Cao, Công Nghệ Intellisense Tiên Tiến",1.200.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-tot-nhat-cua-omron-nhat-ban-may-do-huyet-ap-dien-tu-bap-tay-omron-hem-8712-hoan-toan-tu-dong-kiem-tra-huyet-ap-cao-thap-nhip-tim-theo-doi-suc-khoe-do-chinh-xac-cao-cong-nghe-intellisense-tien-tien-i1468285675.html,27,27,33% Off,"(1)
Hồ Chí Minh",lazada,health,27,
✅ Que Thử Đường Huyết Ogcare (Ý - Italia) | (Date Xa) -VT0051 - Y Tế Vạn Thành,169.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-ogcare-y-italia-date-xa-vt0051-y-te-van-thanh-i847356344.html,28,28,,"759 Đã bán
(159)
Hồ Chí Minh",lazada,health,28,
(Chính Hãng Omron) Máy Đo Huyết Áp Nhật Bản-máy đo huyết áp điện tử-máy đo huyết áp omron dùng cho gia đình Máy đo huyết áp mini cao cấp đến từ thương hiệu Arm Style,300.000 ₫,https://www.lazada.vn/products/chinh-hang-omron-may-do-huyet-ap-nhat-ban-may-do-huyet-ap-dien-tu-may-do-huyet-ap-omron-dung-cho-gia-dinh-may-do-huyet-ap-mini-cao-cap-den-tu-thuong-hieu-arm-style-i2590236022.html,29,29,50% Off,"16 Đã bán
(10)
Hồ Chí Minh",lazada,health,29,
"Hộp 50 que thử axit uric (gout) Safe AQUG Sinocare hạn dài 2 năm, tặng 50 kim lấy máu",180.000 ₫,https://www.lazada.vn/products/hop-50-que-thu-axit-uric-gout-safe-aqug-sinocare-han-dai-2-nam-tang-50-kim-lay-mau-i2497302935.html,30,30,49% Off,Hà Nội,lazada,health,30,
Kim tiểu đường - 1 kim,3.000 ₫,https://www.lazada.vn/products/kim-tieu-duong-1-kim-i1523557065.html,31,31,40% Off,"1.1K Đã bán
(50)
Hà Nội",lazada,health,31,
Máy đo huyết áp bắp tay Microlife A2 Classic Tặng Adapter 30 Bộ nhớ - BH Chính hãng 5 năm,663.872 ₫,https://www.lazada.vn/products/may-do-huyet-ap-bap-tay-microlife-a2-classic-tang-adapter-30-bo-nho-bh-chinh-hang-5-nam-i229214153.html,32,32,16% Off,"27 Đã bán
(5)
Hồ Chí Minh",lazada,health,32,
"[HCM]HÀNG NHẬP KHẨU - BẢO HÀNH 24 THÁNG - GIƯỜNG Y TẾ 4 TAY QUAY CAO CẤP CHỐNG TRƠN TRƯỢT ( Giá bán : 10,500,000đ)",7.900.000 ₫,https://www.lazada.vn/products/hcmhang-nhap-khau-bao-hanh-24-thang-giuong-y-te-4-tay-quay-cao-cap-chong-tron-truot-gia-ban-10500000d-i1444570949.html,33,33,,Hồ Chí Minh,lazada,health,33,
Que thử đường huyết Accu-Chek Guide (Hộp 25-50 que),260.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-accu-chek-guide-hop-25-50-que-i2474875832.html,34,34,,"17 Đã bán
(2)
Hồ Chí Minh",lazada,health,34,
Ống nghe Máy đo huyết áp Yamasu không gồm máy,127.000 ₫,https://www.lazada.vn/products/ong-nghe-may-do-huyet-ap-yamasu-khong-gom-may-i656968621.html,35,35,47% Off,"105 Đã bán
(21)
Hồ Chí Minh",lazada,health,35,
Que thử đường huyết Safe Accu SinoCare,77.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-safe-accu-sinocare-i2319835084.html,36,36,,"15 Đã bán
(5)
Hồ Chí Minh",lazada,health,36,
"Máy Đo Huyết Áp Cổ Tay Thông Minh, Máy Đo Huyết Áp Omron Đo Huyết Áp Nhịp Tim Điện Tử Arm Style tự động chuẩn xác 100%- Công Nghệ Tự Động Thông Minh",325.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-co-tay-thong-minh-may-do-huyet-ap-omron-do-huyet-ap-nhip-tim-dien-tu-arm-style-tu-dong-chuan-xac-100-cong-nghe-tu-dong-thong-minh-i2034297723.html,37,37,38% Off,"64 Đã bán
(38)
Hồ Chí Minh",lazada,health,37,Official
Nhiệt kế điện tử đo tai và trán Beurer FT65,779.000 ₫,https://www.lazada.vn/products/nhiet-ke-dien-tu-do-tai-va-tran-beurer-ft65-i1961649.html,38,38,47% Off,"72 Đã bán
(11)
Hồ Chí Minh",lazada,health,38,
"Máy đo huyết áp tự động chính hãng Kachi rất tiện lợi, dễ sử dụng và rất bền bĩ",921.500 ₫,https://www.lazada.vn/products/may-do-huyet-ap-tu-dong-chinh-hang-kachi-rat-tien-loi-de-su-dung-va-rat-ben-bi-i2606251148.html,39,39,"8% Off
Áp dụng voucher
Mua 2 đ giảm 3%",Bình Dương,lazada,health,39,
"❤ Hộp 50 que thử đường huyết tiểu đường SINOCARE Safe-Accu,Que TEST Thử Đường Huyết tiểu đường sinocare safe accu +kim lấy chích máu đường huyết tiểu đường Safe Accu SINOCARE",81.000 ₫,https://www.lazada.vn/products/hop-50-que-thu-duong-huyet-tieu-duong-sinocare-safe-accuque-test-thu-duong-huyet-tieu-duong-sinocare-safe-accu-kim-lay-chich-mau-duong-huyet-tieu-duong-safe-accu-sinocare-i2005405600.html,40,40,,"99 Đã bán
(12)
Thừa Thiên Huế",lazada,health,40,
Máy Đo Đường Huyết On Call EZ II Kèm Hộp 25 Que Thử Đường Huyết [Bảo Hành Trọn Đời],349.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-on-call-ez-ii-kem-hop-25-que-thu-duong-huyet-bao-hanh-tron-doi-i2603175559.html,1,1,35% Off,Hà Nội,lazada,health,1,Official
Salorie kỹ thuật số tự động Máy đo huyết áp cánh tay máy đo huyết áp tonometer tensiometer Máy Đo xung máy theo dõi huyết áp,270.000 ₫,https://www.lazada.vn/products/salorie-ky-thuat-so-tu-dong-may-do-huyet-ap-canh-tay-may-do-huyet-ap-tonometer-tensiometer-may-do-xung-may-theo-doi-huyet-ap-i2628927884.html,2,2,31% Off,Nước ngoài,lazada,health,2,Official
Dầu Xoa Bóp Hồng Phong 100ml,30.000 ₫,https://www.lazada.vn/products/dau-xoa-bop-hong-phong-100ml-i1998215796.html,3,3,,"207 Đã bán
(33)
Hồ Chí Minh",lazada,health,3,
Hộp 50 que thử đường huyết Sinocare Safe AQ + Kim lấy máu,148.000 ₫,https://www.lazada.vn/products/hop-50-que-thu-duong-huyet-sinocare-safe-aq-kim-lay-mau-i267146176.html,4,4,26% Off,"226 Đã bán
(60)
Hà Nội",lazada,health,4,
"( MÁY ĐO HUYẾT ÁP OMRON ( Nhật Bản ) Máy đo huyết áp omron Điện Tử Nhật Bản Loại Tốt, Mua Ngay Máy Đo Huyết Áp Omron Đo Nhịp Tim Chuẩn BYT, Máy Đo Chuẩn Xác Dễ Dùng Cho Người Già. Huyết Áp Cao.",195.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-omron-nhat-ban-may-do-huyet-ap-omron-dien-tu-nhat-ban-loai-tot-mua-ngay-may-do-huyet-ap-omron-do-nhip-tim-chuan-byt-may-do-chuan-xac-de-dung-cho-nguoi-gia-huyet-ap-cao-i2235927036.html,5,5,35% Off,"92 Đã bán
(31)
Hồ Chí Minh",lazada,health,5,
Miếng Dán Huyệt Đạo Nhật Bản Giảm Đau Nhức Roihi Tsuboko Hộp 156 Miếng,115.000 ₫,https://www.lazada.vn/products/mieng-dan-huyet-dao-nhat-ban-giam-dau-nhuc-roihi-tsuboko-hop-156-mieng-i1513096859.html,6,6,,"323 Đã bán
(46)
Hà Nội",lazada,health,6,
